"Indicatortype","Indicator","Description"
"domain","miccrrosoftsecure.com",""
"domain","microtki.com",""
"domain","mindfulbirthnj.com",""
"domain","mirevabalika.xyz",""
"domain","mlcc-asminternational.us",""
"domain","mllklabor.org",""
"domain","mlly.xyz",""
"domain","moralibbx.xyz",""
"domain","morent.co",""
"domain","moreoff376.com",""
"domain","morrisonheshfield.com",""
"domain","mrecateoronlineecergynewnote.xyz",""
"domain","mscenter-exchangeinfo.ga",""
"domain","mscenter-exchangeprotect.ga",""
"domain","mscenter-exchangeprotect.ml",""
"domain","mscenter-protectexchange.ga",""
"domain","mscenter-protectexchange.ml",""
"domain","mscenters-exchangeprotects.ga",""
"domain","mscenters-exchangeprotects.ml",""
"domain","mscomplaince-exchangemx.ga",""
"domain","mscomplaince-exchangemx.ml",""
"domain","mservcfrduud.com",""
"domain","mslawtc.com",""
"domain","mso-10.com",""
"domain","mso-4.com",""
"domain","mso-6.com",""
"domain","msokool.com",""
"domain","msonline.club",""
"domain","msprotect-exchangemx.cf",""
"domain","msprotect-exchangemx.ml",""
"domain","mssoleop.com",""
"domain","mtfbs.click",""
"domain","mxfdsam3new.com",""
"domain","mypage-corporate.com",""
"domain","myplos.com",""
"domain","nailbur.com",""
"domain","nanbhx.com",""
"domain","nce-sg.com",""
"domain","netcapittal.com",""
"domain","newmanregencytransmission.com",""
"domain","newmansimpsons.com",""
"domain","newrecalluser.com",""
"domain","newttech-sys.com",""
"domain","nfnoffice.com",""
"domain","nkccpa.com",""
"domain","nlmeks.com",""
"domain","nmed-lab.com",""
"domain","nordicstrustee.com",""
"domain","northvolts.com",""
"domain","ntgent-be.click",""
"domain","nutritionadvisors.org",""
"domain","ny-vee.co",""
"domain","oauth7.com",""
"domain","ofccuu.com",""
"domain","officefilest.com",""
"domain","officeoutteamworkstation.com",""
"domain","offilincom.com",""
"domain","offjkhgvc.com",""
"domain","offwmi.com",""
"domain","oniline-mics.com",""
"domain","onlineoffce.com",""
"domain","onlinservices.club",""
"domain","onsettingsdav.com",""
"domain","ophoustons.com",""
"domain","oreqonaero.com",""
"domain","os1connect.com",""
"domain","oslappy.com",""
"domain","ourin.xyz",""
"domain","outlookfilesauthentication.com",""
"domain","ovfcv.com",""
"domain","owlautoai.com",""
"domain","owlwarrantyai.com",""
"domain","oxtelidi.com",""
"domain","paccommtg.com",""
"domain","paceqallery.com",""
"domain","paksolvtionsusa.com",""
"domain","palcogenerator.com",""
"domain","pars-org.com",""
"domain","passportinc-onlinecom.com",""
"domain","password00verification385518485.com",""
"domain","password0verify6767971208.com",""
"domain","pathwavscu.com",""
"domain","patterrnenergy.com",""
"domain","pbiapp.com",""
"domain","pelladrect.com",""
"domain","pepslco.com",""
"domain","perfectsmile-dcntal.com",""
