"Indicatortype","Indicator","Description"
"hostname","printware2.000webhostapp.com",""
"URL","http://leomin.dothome.co.kr/update/?mode=login",""
"hostname","leomin.dothome.co.kr",""
"URL","http://printware2.000webhostapp.com//",""
"URL","http://fedra.p-e.kr//",""
"FileHash-MD5","39b39ca9cbf9b271590d06dfc68a68b7",""
"FileHash-MD5","851e33373114fef45d0fe28c6934fa73",""
"FileHash-MD5","9ac572bdca96a833a40edcaa91e04c2b",""
"hostname","fedra.p-e.kr",""
